BSSID,recordDate,latitude,longitude,accuracy,RSSI,ssid,securityType,Channel,frequency,capabilities,totalSurveys,inconsistentLocation,SNR,Estimated_Distance,AP_Load,Congestion_Level,Throughput,Packet_Loss,Latency,Jitter,Optimal_AP,Optimal_Rate,distance_moved,Mobility_Flag,Recovered_From_Disconnect,Avg_Neighbor_RSSI,Avg_Throughput_BSSID,Avg_PacketLoss_BSSID,Fairness_Index,Best_AP_Label,Composite_Score
b4:fb:e4:77:63:06,1970-01-01 00:27:59.170946871,52.0773,-2.72272,9.10000038146973,-73,Citytalk WiFi,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],4,0,17,27.12272579332028,5,175750.0,5.67,88,52789.0,2.62,0,36,0.0,False,True,-79.48182037081628,5.67,88.0,0.4448582420192499,AP45,0.3023534531172081
b6:fb:e4:77:63:06,1970-01-01 00:27:59.170946871,52.0773,-2.72272,9.10000038146973,-67,CLOUDPHONES,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],3,0,23,17.11328304161781,17,175750.0,2.56,94,52792.0,4.79,0,72,0.0,False,False,-79.4823019503973,2.56,94.0,0.4448582420192499,AP36,0.23987894630952677
b4:fb:e4:77:66:4b,1970-01-01 00:27:59.170946872,52.0773,-2.72272,9.10000038146973,-81,Citytalk WiFi,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,9,50.11872336272722,16,175750.0,1.06,100,52795.0,6.62,0,18,0.0,False,False,-79.48117826470825,1.06,100.0,0.4448582420192499,AP19,0.1295552286558125
e4:75:dc:2b:f9:04,1970-01-01 00:27:59.170946872,52.0773,-2.72272,9.10000038146973,-75,BT-Z5AK66,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,15,31.6227766016838,29,175750.0,1.0,100,52795.0,4.98,0,150,0.0,False,False,-79.48165984428927,1.0,100.0,0.4448582420192499,AP27,0.17981643171725203
62:75:dc:2b:f9:05,1970-01-01 00:27:59.170946872,52.0773,-2.72272,9.10000038146973,-75,BTWi-fi,OPEN,0,2437,[ESS],1,0,15,31.6227766016838,13,175750.0,2.14,98,52794.0,9.87,0,12,0.0,False,False,-79.48165984428927,2.14,98.0,0.4448582420192499,AP15,0.10438432933548314
b6:fb:e4:77:68:2c,1970-01-01 00:27:59.170946872,52.0773,-2.72272,9.10000038146973,-83,CLOUDPHONES,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0,7,58.43414133735176,8,175750.0,1.56,100,52795.0,3.01,0,54,0.0,False,False,-79.48101773818124,1.56,100.0,0.4448582420192499,AP29,0.19391544753787013
b6:fb:e4:77:66:23,1970-01-01 00:27:59.170946873,52.0773,-2.72272,9.10000038146973,-88,CLOUDPHONES,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0,2,85.76958985908941,25,175750.0,0.15,100,52795.0,4.52,0,72,0.0,False,False,-79.48061642186372,0.15,100.0,0.4448582420192499,AP20,0.1367884133592507
b6:fb:e4:77:69:e4,1970-01-01 00:27:59.170948996,52.0773,-2.72272,9.10000038146973,-70,CLOUDPHONES,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,20,21.544346900318832,12,175750.0,3.08,92,52791.0,5.75,0,72,0.0,False,True,-79.48206116060679,3.08,92.0,0.4448582420192499,AP33,0.22167479080576755
b4:fb:e4:77:69:e4,1970-01-01 00:27:59.170948997,52.0773,-2.72272,9.10000038146973,-70,Citytalk WiFi,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,20,21.544346900318832,11,175750.0,3.33,91,52790.5,3.2,0,48,0.0,False,False,-79.48206116060679,3.33,91.0,0.4448582420192499,AP41,0.2736996432189527
b8:27:c5:3b:ae:e8,1970-01-01 00:27:59.170948997,52.0773,-2.72272,9.10000038146973,-92,3MobileWiFi-AEE7-5G,WPA2,0,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,-2,116.59144011798324,13,175750.0,0.0,100,52795.0,9.8,0,72,0.0,False,False,-79.48029536880969,0.0,100.0,0.4448582420192499,AP3,0.02411186696900981
b4:fb:e4:77:68:2c,1970-01-01 00:27:59.170948997,52.0773,-2.72272,9.10000038146973,-81,Citytalk WiFi,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,9,50.11872336272722,21,175750.0,0.82,100,52795.0,9.39,0,36,0.0,False,False,-79.48117826470825,0.82,100.0,0.4448582420192499,AP11,0.07618961006256843
b4:fb:e4:78:69:e4,1970-01-01 00:27:59.170948998,52.0773,-2.72272,9.10000038146973,-94,Citytalk WiFi,WPA2,1,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,-4,135.93563908785256,18,25300.0,0.0,100,7660.0,6.13,1,6,0.0,False,False,-79.48013484228268,0.0,100.0,0.4448582420192499,AP34,0.22821340267839244
b6:fb:e4:78:69:e4,1970-01-01 00:27:59.170948998,52.0773,-2.72272,9.10000038146973,-92,CLOUDPHONES,WPA2,1,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,-2,116.59144011798324,8,25300.0,0.0,100,7660.0,4.3,1,300,0.0,False,False,-79.48029536880969,0.0,100.0,0.4448582420192499,AP40,0.2689050126557167
b8:27:c5:3b:ae:e7,1970-01-01 00:27:59.170951102,52.0773,-2.72272,9.10000038146973,-82,3MobileWiFi-AEE7,WPA2,0,2447,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,8,54.116952654646376,9,175750.0,1.6,100,52795.0,9.4,0,6,0.0,False,False,-79.48109800144474,1.6,100.0,0.4448582420192499,AP12,0.07932836179824576
44:33:4c:c0:0d:ed,1970-01-01 00:27:59.170951102,52.0773,-2.72272,9.10000038146973,-91,OPG0B536A6,WPA2,-1,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2,0,-1,107.97751623277094,10,8725.0,0.0,100,2687.5,8.09,1,12,0.0,False,False,-79.4803756320732,0.0,100.0,0.4448582420192499,AP32,0.2178689576745214
80:72:15:ae:62:52,1970-01-01 00:27:59.170951102,52.0773,-2.72272,9.10000038146973,-94,SKYT5THE,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,-4,135.93563908785256,7,175750.0,0.0,100,52795.0,7.44,0,12,0.0,False,False,-79.48013484228268,0.0,100.0,0.4448582420192499,AP9,0.061012849584278155
f0:d0:8c:b2:b7:d7,1970-01-01 00:27:59.170955192,52.0773,-2.72272,9.10000038146973,-95,4GEE-WiFi-6837-2.4GHz,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,-5,146.7799267622069,26,175750.0,0.0,100,52795.0,9.01,0,18,0.0,False,False,-79.48005457901918,0.0,100.0,0.4448582420192499,AP4,0.0285374149659864
44:33:4c:c6:90:be,1970-01-01 00:27:59.170955192,52.0773,-2.72272,9.10000038146973,-86,OPG0B53468,WPA2,-1,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,4,73.56422544596414,16,8725.0,0.47,100,2687.5,9.75,1,24,0.0,False,False,-79.48077694839073,0.47,100.0,0.4448582420192499,AP31,0.20818744248639176
6a:b6:87:e6:66:fa,1970-01-01 00:27:59.170955193,52.0773,-2.72272,9.10000038146973,-97,BTWi-fi,OPEN,0,2412,[ESS],1,0,-7,171.1328304161781,13,175750.0,0.0,100,52795.0,6.07,0,150,0.0,False,False,-79.47989405249217,0.0,100.0,0.4448582420192499,AP11,0.07617913832199548
80:69:1a:58:db:46,1970-01-01 00:27:59.170969334,52.0773,-2.72272,9.10000038146973,-90,Madhouse,WPA2,2,5500,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,0,100.0,28,101250.0,0.0,100,30445.0,2.76,1,72,0.0,False,False,-79.4804558953367,0.0,100.0,0.4448582420192499,AP34,0.23206678887445367
78:dd:12:90:2c:54,1970-01-01 00:27:59.170971370,52.0773,-2.72272,9.10000038146973,-82,louis pad,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],0,0,8,54.116952654646376,21,101250.0,0.73,100,30445.0,2.57,1,36,0.0,False,False,-79.48109800144474,0.73,100.0,0.4448582420192499,AP40,0.2690903803999298
78:dd:12:90:2c:55,1970-01-01 00:27:59.170971370,52.0773,-2.72272,9.10000038146973,-86,louis pad,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,4,73.56422544596414,20,175750.0,0.38,100,52795.0,4.21,0,54,0.0,False,False,-79.48077694839073,0.38,100.0,0.4448582420192499,AP22,0.1513149757230017
80:69:1a:58:db:44,1970-01-01 00:27:59.170971370,52.0773,-2.72272,9.10000038146973,-89,Madhouse,WPA2,1,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,1,92.61187281287933,25,25300.0,0.08,100,7660.0,9.81,1,150,0.0,False,False,-79.4805361586002,0.08,100.0,0.4448582420192499,AP26,0.17776183135031534
52:d1:5e:bf:f6:dc,1970-01-01 00:27:59.170983502,52.0773,-2.72272,9.10000038146973,-96,BTWi-fi,OPEN,0,2412,[ESS],1,0,-6,158.48931924611142,13,175750.0,0.0,100,52795.0,8.87,0,18,0.0,False,False,-79.47997431575568,0.0,100.0,0.4448582420192499,AP4,0.0277286470143613
c8:d1:5e:bf:f6:db,1970-01-01 00:27:59.170983502,52.0773,-2.72272,9.10000038146973,-97,BTHub3-N5J6,WPA2,0,2412,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS][WPS],1,0,-7,171.1328304161781,12,175750.0,0.0,100,52795.0,9.7,0,36,0.0,False,False,-79.47989405249217,0.0,100.0,0.4448582420192499,AP1,0.008956916099773261
04:a2:22:80:bf:41,1970-01-01 00:27:59.170989573,52.084715,-2.72291833333333,7.69999980926514,-87,BT-8MA8WQ,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],0,0,3,79.43282347242814,8,175750.0,0.67,100,52795.0,9.7,0,6,824.6217632551003,True,False,-79.48069668512721,0.67,100.0,0.4448582420192499,AP7,0.04874737962092927
6a:a2:22:80:bf:42,1970-01-01 00:27:59.170989573,52.084715,-2.72291833333333,7.69999980926514,-84,BTWi-fi,OPEN,0,2437,[ESS],0,0,6,63.09573444801933,18,175750.0,0.63,100,52795.0,4.84,0,150,0.0,False,False,-79.48093747491772,0.63,100.0,0.4448582420192499,AP22,0.14860657420409104
7a:65:59:9c:b3:d9,1970-01-01 00:27:59.171001687,52.084715,-2.72291833333333,7.69999980926514,-96,BTWi-fi,OPEN,0,2412,[ESS],0,0,-6,158.48931924611142,17,175750.0,0.0,100,52795.0,8.14,0,48,0.0,False,False,-79.47997431575568,0.0,100.0,0.4448582420192499,AP6,0.041247165532879784
b0:3e:51:5f:ad:14,1970-01-01 00:27:59.171007744,52.084715,-2.72291833333333,7.69999980926514,-95,SKYP2QS6,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],0,0,-5,146.7799267622069,21,175750.0,0.0,100,52795.0,8.2,0,24,0.0,False,False,-79.48005457901918,0.0,100.0,0.4448582420192499,AP6,0.043537414965986405
62:86:60:73:e8:15,1970-01-01 00:27:59.171015820,52.084715,-2.72291833333333,7.69999980926514,-88,BTWi-fi,OPEN,0,2462,[ESS],1,0,2,85.76958985908941,26,175750.0,0.15,100,52795.0,2.39,0,24,0.0,False,False,-79.48061642186372,0.15,100.0,0.4448582420192499,AP26,0.17623285780369513
e4:75:dc:dc:02:54,1970-01-01 00:27:59.171033965,52.084715,-2.72291833333333,7.69999980926514,-92,BT-P7ASNG,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,-2,116.59144011798324,19,175750.0,0.0,100,52795.0,1.86,0,54,0.0,False,False,-79.48029536880969,0.0,100.0,0.4448582420192499,AP25,0.17114890400604685
62:75:dc:dc:02:55,1970-01-01 00:27:59.171033965,52.084715,-2.72291833333333,7.69999980926514,-90,BTWi-fi,OPEN,0,2462,[ESS],0,0,0,100.0,22,175750.0,0.0,100,52795.0,8.64,0,36,0.0,False,False,-79.4804558953367,0.0,100.0,0.4448582420192499,AP8,0.05239606953892669
50:70:43:3c:5b:da,1970-01-01 00:27:59.171035979,52.084715,-2.72291833333333,7.69999980926514,-76,SKYZKYDK,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,14,34.14548873833603,12,175750.0,2.15,98,52794.0,8.81,0,12,0.0,False,False,-79.48157958102577,2.15,98.0,0.4448582420192499,AP18,0.12069882018326787
c4:41:1e:2d:9e:78,1970-01-01 00:27:59.171035979,52.084715,-2.72291833333333,7.69999980926514,-97,Gigaclear_9E77,WPA2,0,2427,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,-7,171.1328304161781,17,175750.0,0.0,100,52795.0,9.94,0,24,0.0,False,False,-79.47989405249217,0.0,100.0,0.4448582420192499,AP1,0.004512471655328826
0c:8e:29:bb:49:7d,1970-01-01 00:27:59.171035979,52.084715,-2.72291833333333,7.69999980926514,-87,BT-5PAFZS,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],0,0,3,79.43282347242814,11,175750.0,0.5,100,52795.0,4.07,0,48,0.0,False,False,-79.48069668512721,0.5,100.0,0.4448582420192499,AP22,0.1515408689198505
6a:8e:29:bb:49:7e,1970-01-01 00:27:59.171038018,52.0957133333333,-2.72924666666667,6.09999990463257,-89,BTWi-fi,OPEN,0,2462,[ESS],1,0,1,92.61187281287933,15,175750.0,0.12,100,52795.0,2.51,0,18,1297.1347290247345,True,False,-79.4805361586002,0.12,100.0,0.4448582420192499,AP25,0.17035060975013674
c4:41:1e:f6:fd:5e,1970-01-01 00:27:59.171038018,52.0957133333333,-2.72924666666667,6.09999990463257,-84,Gigaclear_022B,WPA2,0,2447,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],0,0,6,63.09573444801933,17,175750.0,0.67,100,52795.0,4.36,0,72,0.0,False,False,-79.48093747491772,0.67,100.0,0.4448582420192499,AP23,0.1578403501424712
d0:58:fc:97:0f:f6,1970-01-01 00:27:59.171038018,52.0957133333333,-2.72924666666667,6.09999990463257,-75,SKY23FA7,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],0,0,15,31.6227766016838,28,175750.0,1.03,100,52795.0,6.09,0,300,0.0,False,False,-79.48165984428927,1.03,100.0,0.4448582420192499,AP24,0.15951954144881494
78:8a:20:f4:bf:d6,1970-01-01 00:27:59.171040035,52.0957133333333,-2.72924666666667,6.09999990463257,-77,New Alms,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,13,36.86945064519576,15,175750.0,1.62,100,52795.0,8.32,0,36,0.0,False,False,-79.48149931776226,1.62,100.0,0.4448582420192499,AP17,0.11650760804407985
78:8a:20:f1:2f:53,1970-01-01 00:27:59.171040035,52.0957133333333,-2.72924666666667,6.09999990463257,-89,New Alms,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],0,0,1,92.61187281287933,24,175750.0,0.08,100,52795.0,8.54,0,18,0.0,False,False,-79.4805361586002,0.08,100.0,0.4448582420192499,AP9,0.05833905603397881
c4:41:1e:f6:ec:79,1970-01-01 00:27:59.171042058,52.0957133333333,-2.72924666666667,6.09999990463257,-94,Gigaclear_EC78,WPA2,0,2442,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,-4,135.93563908785256,27,175750.0,0.0,100,52795.0,3.67,0,6,0.0,False,False,-79.48013484228268,0.0,100.0,0.4448582420192499,AP19,0.13082766439909296
20:0c:c8:3c:fe:d7,1970-01-01 00:27:59.171044101,52.0957133333333,-2.72924666666667,6.09999990463257,-81,BTHub5-FGH2_EXT,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,9,50.11872336272722,19,175750.0,0.9,100,52795.0,8.33,0,54,0.0,False,False,-79.48117826470825,0.9,100.0,0.4448582420192499,AP14,0.09650901379118067
88:57:1d:8e:af:09,1970-01-01 00:27:59.171044101,52.0957133333333,-2.72924666666667,6.09999990463257,-89,Dishwasher_E40AwG00061glb9095,WPA2,0,2427,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],0,0,1,92.61187281287933,5,175750.0,0.33,100,52795.0,3.56,0,12,0.0,False,False,-79.4805361586002,0.33,100.0,0.4448582420192499,AP23,0.15271682231552158
e8:9f:80:d9:dd:e5,1970-01-01 00:27:59.171046133,52.0957133333333,-2.72924666666667,6.09999990463257,-93,Gigaclear_DDE3,WPA2,2,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],0,0,-3,125.89254117941675,11,101250.0,0.0,100,30445.0,6.72,1,12,0.0,False,False,-79.4802151055462,0.0,100.0,0.4448582420192499,AP22,0.1485293739084673
e8:9f:80:d9:dd:e4,1970-01-01 00:27:59.171048153,52.0957133333333,-2.72924666666667,6.09999990463257,-95,Gigaclear_DDE3,WPA2,0,2427,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,-5,146.7799267622069,5,175750.0,0.0,100,52795.0,1.25,0,36,0.0,False,False,-79.48005457901918,0.0,100.0,0.4448582420192499,AP26,0.17224111866969008
b0:95:75:e1:e9:52,1970-01-01 00:27:59.171070321,52.0957133333333,-2.72924666666667,6.09999990463257,-95,BTHub6-Z7XM,WPA2,0,2457,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,-5,146.7799267622069,22,175750.0,0.0,100,52795.0,5.76,0,18,0.0,False,False,-79.48005457901918,0.0,100.0,0.4448582420192499,AP13,0.0887226001511716
b8:ee:0e:b2:cb:46,1970-01-01 00:27:59.171070321,52.0957133333333,-2.72924666666667,6.09999990463257,-82,BTHub6-C3M6,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],0,0,8,54.116952654646376,12,175750.0,1.23,100,52795.0,7.27,0,54,0.0,False,False,-79.48109800144474,1.23,100.0,0.4448582420192499,AP17,0.11558260103489577
ba:ee:0e:b2:cd:47,1970-01-01 00:27:59.171070321,52.0957133333333,-2.72924666666667,6.09999990463257,-84,BTWi-fi,OPEN,0,2412,[ESS],0,0,6,63.09573444801933,26,175750.0,0.44,100,52795.0,2.68,0,72,0.0,False,False,-79.48093747491772,0.44,100.0,0.4448582420192499,AP28,0.18696836071900735
a8:c8:3a:d8:59:50,1970-01-01 00:27:59.171076386,52.1035733333333,-2.728435,12.8999996185303,-97,TALKTALKD8594A,WPA2,0,2432,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],0,0,-7,171.1328304161781,19,175750.0,0.0,100,52795.0,5.29,0,300,875.7488276943203,True,False,-79.47989405249217,0.0,100.0,0.4448582420192499,AP13,0.09062358276643993
e8:ad:a6:ee:20:9c,1970-01-01 00:27:59.171078406,52.1035733333333,-2.728435,12.8999996185303,-96,PLUSNET-Q3RF,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],0,0,-6,158.48931924611142,17,175750.0,0.0,100,52795.0,2.23,0,150,0.0,False,False,-79.47997431575568,0.0,100.0,0.4448582420192499,AP22,0.15069160997732425
d2:57:94:c8:61:af,1970-01-01 00:27:59.171080424,52.1035733333333,-2.728435,12.8999996185303,-97,BTWi-fi,OPEN,0,2462,[ESS],0,0,-7,171.1328304161781,27,175750.0,0.0,100,52795.0,7.95,0,24,0.0,False,False,-79.47989405249217,0.0,100.0,0.4448582420192499,AP6,0.04136432350718067
8c:19:b5:c9:f2:4d,1970-01-01 00:27:59.171082445,52.1035733333333,-2.728435,12.8999996185303,-95,BT-KNCJRN,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,-5,146.7799267622069,25,175750.0,0.0,100,52795.0,4.18,0,6,0.0,False,False,-79.48005457901918,0.0,100.0,0.4448582420192499,AP17,0.11798185941043084
9e:c0:06:78:0c:ae,1970-01-01 00:27:59.171084473,52.1035733333333,-2.728435,12.8999996185303,-76,AndroidAP,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,14,34.14548873833603,21,175750.0,1.27,100,52795.0,4.12,0,12,0.0,False,False,-79.48157958102577,1.27,100.0,0.4448582420192499,AP29,0.1946689846830265
b2:b8:7f:f6:02:c7,1970-01-01 00:27:59.171086491,52.1035733333333,-2.728435,12.8999996185303,-66,Jack’s iPhone,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],0,0,24,15.848931924611133,23,175750.0,2.0,99,52794.5,6.77,0,24,0.0,False,False,-79.48238221366081,2.0,99.0,0.4448582420192499,AP28,0.1885497908359878
30:b1:b5:b3:80:0d,1970-01-01 00:27:59.171088515,52.1035733333333,-2.728435,12.8999996185303,-92,BT-R6ATTZ,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,-2,116.59144011798324,12,175750.0,0.0,100,52795.0,4.6,0,6,0.0,False,False,-79.48029536880969,0.0,100.0,0.4448582420192499,AP18,0.12040816326530612
6a:b1:b5:b3:80:0e,1970-01-01 00:27:59.171088516,52.1035733333333,-2.728435,12.8999996185303,-94,BTWi-fi,OPEN,0,2437,[ESS],1,0,-4,135.93563908785256,10,175750.0,0.0,100,52795.0,4.86,0,24,0.0,False,False,-79.48013484228268,0.0,100.0,0.4448582420192499,AP16,0.10879062736205591
00:02:6f:d8:46:63,1970-01-01 00:27:59.171090564,52.1035733333333,-2.728435,12.8999996185303,-91,EnGenius1,OPEN,-1,2412,[ESS],1,0,-1,107.97751623277094,12,8725.0,0.0,100,2687.5,6.91,1,72,0.0,False,False,-79.4803756320732,0.0,100.0,0.4448582420192499,AP36,0.23972080952637323
cc:d4:2e:c5:4b:6f,1970-01-01 00:27:59.171090564,52.1035733333333,-2.728435,12.8999996185303,-92,BT-9WAGHR,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,-2,116.59144011798324,17,175750.0,0.0,100,52795.0,5.36,0,36,0.0,False,False,-79.48029536880969,0.0,100.0,0.4448582420192499,AP16,0.10633408919123204
7a:d4:2e:c5:4b:68,1970-01-01 00:27:59.171090564,52.1035733333333,-2.728435,12.8999996185303,-96,BTWi-fi,OPEN,0,2437,[ESS],1,0,-6,158.48931924611142,11,175750.0,0.0,100,52795.0,2.42,0,24,0.0,False,False,-79.47997431575568,0.0,100.0,0.4448582420192499,AP22,0.14717309145880572
7a:e5:32:f1:37:64,1970-01-01 00:27:59.171092619,52.1035733333333,-2.728435,12.8999996185303,-82,BTWi-fi,OPEN,0,2412,[ESS],1,0,8,54.116952654646376,19,175750.0,0.8,100,52795.0,9.15,0,150,0.0,False,False,-79.48109800144474,0.8,100.0,0.4448582420192499,AP11,0.07706025043804958
c4:e5:32:f1:37:63,1970-01-01 00:27:59.171092620,52.1035733333333,-2.728435,12.8999996185303,-83,BT-32CWKG,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,7,58.43414133735176,26,175750.0,0.52,100,52795.0,2.49,0,24,0.0,False,False,-79.48101773818124,0.52,100.0,0.4448582420192499,AP29,0.19457801388072615
08:3a:2f:4c:4d:64,1970-01-01 00:27:59.171092620,52.1035733333333,-2.728435,12.8999996185303,-85,NVR083a2f4c4d64,WPA2,0,2472,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,5,68.12920690579611,19,175750.0,0.5,100,52795.0,1.59,0,12,0.0,False,False,-79.48085721165423,0.5,100.0,0.4448582420192499,AP30,0.2042695159342118
34:64:a9:08:1b:2b,1970-01-01 00:27:59.171092621,52.1035733333333,-2.728435,12.8999996185303,-88,HP-Print-2B-Officejet Pro 6830,WPA2,-1,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0,2,85.76958985908941,28,8725.0,0.14,100,2687.5,9.7,1,150,0.0,False,False,-79.48061642186372,0.14,100.0,0.4448582420192499,AP30,0.1994653291655792
7a:dd:12:89:8c:8c,1970-01-01 00:27:59.171092621,52.1035733333333,-2.728435,12.8999996185303,-88,BTWi-fi,OPEN,0,2437,[ESS],1,0,2,85.76958985908941,11,175750.0,0.33,100,52795.0,8.27,0,6,0.0,False,False,-79.48061642186372,0.33,100.0,0.4448582420192499,AP10,0.06889596063751707
d4:86:60:6a:a3:a8,1970-01-01 00:27:59.171092622,52.1035733333333,-2.728435,12.8999996185303,-94,BT-GGCM2K,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,-4,135.93563908785256,24,175750.0,0.0,100,52795.0,8.73,0,54,0.0,False,False,-79.48013484228268,0.0,100.0,0.4448582420192499,AP5,0.037123960695389265
78:dd:12:89:8c:8b,1970-01-01 00:27:59.171092622,52.1035733333333,-2.728435,12.8999996185303,-92,BT-Q8A2N9,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,-2,116.59144011798324,6,175750.0,0.0,100,52795.0,5.0,0,300,0.0,False,False,-79.48029536880969,0.0,100.0,0.4448582420192499,AP17,0.1130007558578987
6a:19:b5:6b:be:e6,1970-01-01 00:27:59.171098736,52.1035733333333,-2.728435,12.8999996185303,-86,BTWi-fi,OPEN,0,2437,[ESS],0,0,4,73.56422544596414,16,175750.0,0.47,100,52795.0,5.12,0,300,0.0,False,False,-79.48077694839073,0.47,100.0,0.4448582420192499,AP20,0.13523911973250527
8c:19:b5:6b:be:e5,1970-01-01 00:27:59.171098736,52.1035733333333,-2.728435,12.8999996185303,-87,BT-RSCJ86,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],0,0,3,79.43282347242814,21,175750.0,0.27,100,52795.0,8.74,0,72,0.0,False,False,-79.48069668512721,0.27,100.0,0.4448582420192499,AP9,0.06307628690379413
20:47:ed:0f:75:7b,1970-01-01 00:27:59.171116901,52.1108016666667,-2.73036833333333,10.6999998092651,-90,SKYWKWRB,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,0,100.0,12,101250.0,0.0,100,30445.0,5.0,1,72,0.0,False,False,-79.4804558953367,0.0,100.0,0.4448582420192499,AP28,0.1905853073929722
20:47:ed:0f:75:7e,1970-01-01 00:27:59.171116901,52.1108016666667,-2.73036833333333,10.6999998092651,-91,SKYWKWRB,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0,-1,107.97751623277094,25,175750.0,0.0,100,52795.0,6.89,0,48,0.0,False,False,-79.4803756320732,0.0,100.0,0.4448582420192499,AP12,0.0814021164021164
ac:84:c6:d5:99:1f,1970-01-01 00:27:59.171116901,52.1108016666667,-2.73036833333333,10.6999998092651,-87,BTHub6-C85G_EXT,WPA2,0,2462,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],1,0,3,79.43282347242814,25,175750.0,0.23,100,52795.0,9.24,0,72,0.0,False,False,-79.48069668512721,0.23,100.0,0.4448582420192499,AP8,0.05347214059504357
